ID,Question,科学计数法,图形的初步认识,等差数列,代数意义,绝对值,找规律,其他,反比例函数,勾股定理,非负性,分类讨论,数轴,一元二次方程,一元一次方程,不等式与不等式组,三角形,混合运算,几何,锐角三角函数,图表题,最值问题,数形结合,函数,相似,面积问题,求值问题,二次函数,参数问题,实数,多项式,整式,代入求值,一次函数,有理数,方程与方程组,倒数,整式的加减,动点问题,四边形,平面直角坐标系,分式,整式的乘除与分解因式,相交线与平行线,等比数列,投影与视图,幂的计算,添括号去括号,全等三角形,证明题,轴对称,平方根,立方根,二次方程,二次根式,旋转,二元一次方程组,单项式,恒等变换,数列,圆,合并同类项,相反数
9873,方程x+y=0与2x-y=6的公共解是．。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9874,二元一次方程组fracx+y2=frac2x-y3=x+2的解是．。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9875,销售6个排球的利润与销售几个篮球的利润相等？。,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9876,"体育文化用品商店购进篮球和排球共20个，进价和售价如下表，全部销售完后共获利润260元．求商店购进篮球，排球各多少个？
。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9877,如果2x+y=4，xy=3，求2x^2y+xy^2的值．。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9878,已知x+y=6，xy=4 ，则x^2y+xy^2的值为．。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9879,"在平面直角坐标系中，A( a,0 )、B( b,0 )、C( -1,2 )且frac52sqrt2a+b+1+( a+2b-4 )^2=0，在y轴的正半轴上存在一点M，使triangle COM的面积=frac12triangle ABC的面积，则点M的坐标为．。",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9880,"如图，在平面直角坐标系中，A(1，2)，B(3，1)，C(-2，-1).  

（I）在图中画出triangle ABC关于y轴对称的triangle A_1B_1C_1.  
（II）分别写出A_1、B_1、C_1三点的坐标.  
（III）求S_triangle ABC.。",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9881,甲、乙两人共同解方程组begincasesax+5y=15①  4x-by=-2② endcases，由于甲看错了方程①中的a，得到方程组的解为begincases x=-3  y=-1 endcases；乙看错了方程②中的b，得到方程组的解为begincases x=5  y=4 endcases，求：a^2010+( -0.1b )^2009．。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9882,分解因式x^2+ax+b时，甲看错了a的值，分解的结果是( x+6 )( x-1 )，乙看错了b的值，分解的结果是( x-2 )( x+1 )，那么x^2+ax+b因式分解的正确结果是．。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9883,x=1是关于x的方程2x-a=0的解，则a的值是(　　)。-2 2 -1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9884,若x=2是关于x的方程ax+3=5的解，则a的值为(　　)。1 -1 2 -2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9885,解不等式3(2x+5)>2(4x+3)，并将其解集在数轴上表示出来．。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9886,解不等式：2(x-1)-3  <  1，并把它的解集在数轴表示出来．。,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9887,若购买A、B两种花草共31棵，且B种花草的数量少于A种花草的数量的2倍，请你给出一种费用最省的方案，并求出该方案所需费用．。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9888,学校计划购买A、B两种树苗，共21棵，且购买B种树苗的数量少于A种树苗的数量，设购买B种树苗x棵，购买两种树苗所需费用为y元，请给出一种费用最省的方案，并求出该方案所需费用．。,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9889,x=1是方程kx-1=0的解，则k=．。1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9890,若x=-3是方程kx+k=6的解，则k=．。-3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9891,下列各式中：frac2x+y=1；3x-2y；5xy=1；2x+y=1，其中不是二元一次方程的有(　　)。1个 2个 3个 4个,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9892,在方程3x-y=2，x+frac1x-2=0，frac12x=frac12，x^2-2x-3=0中一元一次方程的个数为（　　）。1个    2个    3个    4个,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9893,已知x^m-1+2y^n+1=0是二元一次方程，则m=．。2 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9894,若方程x^m+1+y^2n+m=frac12是二元一次方程，则m=．。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9895,"计算:  
(1)x^2+5y-4x^2-3y-1   
(2)7a+3( a-3b )-( b-a )。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9896,"化简：
（I）x^2+5y-4x^2-3y-1  
（II）7a+3( a-3b )-2( b-a )。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9897,写出一个解为xleqslant 1的不等式．。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9898,解方程：frac5xx-1+frac1x+2=5．。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9899,若x+y=xy，则frac1x+frac1y-(1-x)(1-y)的值为．。0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9900,若(x+y)^2-2x-2y+1=0，则x+y=．。,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9901,给出下列程序：．。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9902,"如图表示一个简单的运算程序，若输入的x值为-2，输出的值为m，若输入的x值为5，输出的值为n，则m-2n=
。84",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9903,下列函数中，一次函数是(　　)。y=frac1x-1    y=x^2+2   y=-2x+1    y=frac1x   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9904,方程|2y-3|=1的解是(　　)。y=2 y=1 y=2或y=1 y=1或y=-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9905,夏季来临，某超市试销A、B两种型号的风扇，两周内共销售30台，销售收入5300元，A型风扇每台200元，B型风扇每台150元，问A、B两种型号的风扇分别销售了多少台？若设A型风扇销售了x台，B型风扇销售了y台，则根据题意列出方程组为(　　)。begincases x+y=5300  200x+150y=30 endcases begincases x+y=5300  150x+200y=30 endcases begincases x+y=30  200x+150y=5300 endcases begincases x+y=30  150x+200y=5300 endcases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9906,有人问某男孩，有几个兄弟，几个姐妹，他回答说：“有几个兄弟就有几个姐妹．”再问他妹妹有几个兄弟，几个姐妹，她回答说：“我的兄弟是姐妹的2倍．”若设兄弟x人，姐妹y人，则可列出方程组：．。,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9907,若| x+2 |+| y-3 |=0，则xy=．。-6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9908,若| x+2 |+| y-3 |=0，则xy=．。-6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9909,计算(结果用根号表示)：( sqrt3+2 )( sqrt3-3 )．。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9910,计算：sqrt8-sqrt2( 1+sqrt2 )(结果保留根号)；。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9911,分解因式：(x+y)^2-10(x+y)+25=．。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9912,(x+2y-3)(x-2y+3)．。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9913,"列方程(组)解应用题：
在3月12日植树节活动中，某校七年级(1)班和(2)班共植树52棵，其中七年级(1)班比(2)班多植树8棵，两班各植树多少棵？。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9914,某校购买了A、B两种教具共138件，共花了5400元，其中A种教具每件30元，B种教具每件50元，两种教具各买了多少件？。,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9915,某种植户准备租20亩地用来种植A、B两类蔬菜，为了使总收入不低于63000元，且种植A类蔬菜的面积多于种植B类蔬菜的面积(两类蔬菜的种植面积均为整数)，求该种植户所有租地方案．。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9916,另有某种植户也准备租20亩地用来种植A、B两类蔬菜，为了使总收入不低于108000元，且种植A类蔬菜的面积不低于种植B类蔬菜的面积(两类蔬菜的种植面积均为整数)，求该种植户有哪几种租地方案？在这种条件下，哪一种租地方案所得的总收入最大？最大的总收入是多少元？。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9917,买一支钢笔需要a元，买一本笔记本需要b元，那么买m支钢笔和n本笔记本需要元．。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9918,若x^2-2x+y^2+4y+5=0，则x+y的值为(　　)。1 -1 2 -2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9919,方程组begincases x+y=5  2x-y=4endcases的解是．。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9920,已知：| 2x-3 |+| y+2 |=0，求x和y的值．。,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9921,已知( x-y )^2+| 5x-7y-2 |=0，求x与y的值．。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9922,"体育课上，20人一组进行足球比赛，每人射点球5次，已知某一组的进球总数为49个，进球情况记录如下表，其中进2个球的有x人，进3个球的有y人，由题意列出关于x与y的方程组为(　　)  
。begincasesx+y=9  2x+3y=22 endcases begincasesx+y=20  3x+2y=49 endcases begincasesy-x=1  x+y=29 endcases begincasesx+y=22  2x+3y=9 endcases",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9923,若直线l_1：x-2y-3=0与l_2关于直线x+y=0对称，则直线l_2的方程是(　　)。2x-y+3=0 2x+y-3=0 2x-y-3=0 x-2y+3=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9924,求A，B两种奖品的单价各是多少元？。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9925,如果学校计划购买这两种球共50个，总费用不超过5500元，那么最多可购买多少个足球？。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9926,与已知二元一次方程5x-y=2组成的方程组有无数多个解的方程是(　　)。15x-3y=6 4x-y=7 10x+2y=4 20x-4y=3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9927,"我国明代著名数学家程大位的《增删算法统宗》记载“绳索量竿”问题：“一条竿子一条索，索比竿子长一托，折回索子却量竿，却比竿子短一托．”其大意为：现有一根竿和一条绳索，用绳索去量竿，绳索比竿长5尺；如果将绳索对半折后再去量竿，就比竿短5尺．设竿长为x尺，根据题意列一元一次方程，正确的是(　　)  
。frac12x+5=x-5 frac12x-5=x+5 frac12( x-5 )=x+5 frac12( x+5 )=x-5",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9928,我国古代数学著作《增删算法统宗》记载”绳索量竿”问题：“一条竿子一条索，索比竿子长一托．折回索子却量竿，却比竿子短一托“其大意为：现有一根竿和一条绳索，用绳索去量竿，绳索比竿长5尺；如果将绳索对半折后再去量竿，就比竿短5尺．设绳索长x尺，竿长y尺，则符合题意的方程组是(　　)。begincases x=y+5 frac12x=y-5 endcases begincases x=y-5 frac12x=y+5 endcases begincases x=y+5  2x=y-5 endcases begincases x=y-5  2x=y+5 endcases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9929,若a-b=3，a^2+b^2=7，则ab等于(　　)。2 1 -2 -1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9930,若a+b=3，a^2+b^2=7，则ab等于(　　)。2 1 -2 -1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9931,若x=2，y=-1，求2( x^2y-xy^2-1 )-( 2x^2y-xy^2-y )的值．。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9932,"已知| x-2 |+( y+1 )^2=0.  
(1)求x、y的值；  
(2)求-x^3+y^4的值.。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9933,已知实数x，y满足|x-4|+( y-8 )^2=0，则以x，y的值为两边长的等腰三角形的周长是．。20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9934,"已知实数x,y满足| x-4 |+sqrty-8=0，则以x,y的值为两边长的等腰三角形的周长是．。20",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9935,浠州县为了改善全县中、小学办学条件，计划集中采购一批电子白板和投影机，已知购买2块电子白板比购买3台投影机多4000元，购买4块电子白板和3台投影机共需44000元．问购买一块电子白板和一台投影机各需要多少元？。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9936,学校根据实际情况，决定购买平板电脑和学习机共100台，要求购买的总费用不超过168000元，且购买学习机的台数不超过购买平板电脑台数的1.7倍．请问有哪几种购买方案？哪种方案最省钱？。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9937,若旅游团一天共花去住宿费2140元，那么三人间客房和两人间客房各租住了多少间？。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9938,若旅游团一天共花去住宿费m(元)，住在三人间的共有n(人)，求m与n的函数关系式.。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9939,若A型台灯按标价的9折出售，B型台灯按标价的8折出售，那么这批台灯全部售出后，商场共获利多少元？。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9940,这两种台灯各购进多少盏？。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9941,2018年1月工厂要求小王生产甲种产品的件数不少于60件，则小王该月收入最多是多少元？此时小王生产的甲、乙两种产品分别是多少件？。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9942,小王每生产一件甲种产品，每生产一件乙种产品分别需要多少分．。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9943,"游泳池中有一群小朋友，男孩戴蓝色游泳帽，女孩戴红色游泳帽．每位男孩看到蓝色与红色的游泳帽一样多，而每位女孩看到蓝色的游泳帽是红色游泳帽的2倍，设男孩有x人，女孩有y人，则下列方程组正确的是(　　)  
。begincases x-1=y  x=2y endcases begincases x=y  x=2( y-1 ) endcases begincases x-1=y  x=2( y-1 ) endcases begincases x+1=y  x=2( y-1 ) endcases",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9944,下列各式中，去括号正确的是(　　)。x+2( y-1 )=x+2y-1 x-2( y-1 )=x+2y+2 x-2( y-1 )=x-2y-2 x-2( y-1 )=x-2y+2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
